s_no,state,district,block_name,categorization
5131,TELANGANA,Mancherial,Hajipur,safe
5132,TELANGANA,Mancherial,Jaipur,safe
5133,TELANGANA,Mancherial,Jannaram,safe
5134,TELANGANA,Mancherial,Kannepalli,safe
5135,TELANGANA,Mancherial,Kasipet,safe
5136,TELANGANA,Mancherial,Kotapalle,safe
5137,TELANGANA,Mancherial,Luxettipet,safe
5138,TELANGANA,Mancherial,Mancherial,safe
5139,TELANGANA,Mancherial,Mandamarri,safe
5140,TELANGANA,Mancherial,Naspur,safe
5141,TELANGANA,Mancherial,Nennal,safe
5142,TELANGANA,Mancherial,Tandur,safe
5143,TELANGANA,Mancherial,Vemanpalle,safe
5144,TELANGANA,Medak,Alladurg,safe
5145,TELANGANA,Medak,Chegunta,semi_critical
5146,TELANGANA,Medak,Chilipched,safe
5147,TELANGANA,Medak,Havelighanpur,safe
5148,TELANGANA,Medak,Kowdipalle,safe
5149,TELANGANA,Medak,Kulcharam,safe
5150,TELANGANA,Medak,Manoharabad,semi_critical
5151,TELANGANA,Medak,Masaipet,semi_critical
5152,TELANGANA,Medak,Medak,semi_critical
5153,TELANGANA,Medak,Narsapur,semi_critical
5154,TELANGANA,Medak,Narsingi,semi_critical
5155,TELANGANA,Medak,Nizampet,critical
5156,TELANGANA,Medak,Papannapet,safe
5157,TELANGANA,Medak,Ramayampet,semi_critical
5158,TELANGANA,Medak,Regode,safe
5159,TELANGANA,Medak,Shankarampet_A,semi_critical
5160,TELANGANA,Medak,Shankarampet_R,semi_critical
5161,TELANGANA,Medak,Shivampet,safe
5162,TELANGANA,Medak,Tekmal,semi_critical
5163,TELANGANA,Medak,Tupran,critical
5164,TELANGANA,Medak,Yeldurthy,safe
5165,TELANGANA,Medchal Malkajgiri,Alwal,semi_critical
5166,TELANGANA,Medchal Malkajgiri,Bachpalle,critical
5167,TELANGANA,Medchal Malkajgiri,Balanagar,over_exploited
5168,TELANGANA,Medchal Malkajgiri,Dundigal_Gandimaisamma,safe
5169,TELANGANA,Medchal Malkajgiri,Ghatkesar,semi_critical
5170,TELANGANA,Medchal Malkajgiri,Kapra,safe
5171,TELANGANA,Medchal Malkajgiri,Keesara,critical
5172,TELANGANA,Medchal Malkajgiri,Kukatpally,over_exploited
5173,TELANGANA,Medchal Malkajgiri,Malkajgiri,over_exploited
5174,TELANGANA,Medchal Malkajgiri,Medchel,semi_critical
5175,TELANGANA,Medchal Malkajgiri,Medipally,safe
5176,TELANGANA,Medchal Malkajgiri,Muduchinthalapally,critical
5177,TELANGANA,Medchal Malkajgiri,Quthbullapur,over_exploited
5178,TELANGANA,Medchal Malkajgiri,Shamirpet,safe
5179,TELANGANA,Medchal Malkajgiri,Uppal,safe
5180,TELANGANA,Mulug,Eturunagaram,safe
5181,TELANGANA,Mulug,Govindaraopet,safe
5182,TELANGANA,Mulug,Kannaigudem,safe
5183,TELANGANA,Mulug,Mangapet,safe
5184,TELANGANA,Mulug,Mulug,safe
5185,TELANGANA,Mulug,Tadvai,safe
5186,TELANGANA,Mulug,Venkatapur,safe
5187,TELANGANA,Mulug,Venkatapuram,safe
5188,TELANGANA,Mulug,Wazeed,safe
5189,TELANGANA,Nagarkurnool,Achampet,safe
5190,TELANGANA,Nagarkurnool,Amrabad,safe
5191,TELANGANA,Nagarkurnool,Balmoor,safe
5192,TELANGANA,Nagarkurnool,Bijinapalle,safe
5193,TELANGANA,Nagarkurnool,Charakonda,safe
5194,TELANGANA,Nagarkurnool,Kalwakurthy,safe
5195,TELANGANA,Nagarkurnool,Kodair,safe
5196,TELANGANA,Nagarkurnool,Kollapur,safe
5197,TELANGANA,Nagarkurnool,Lingal,safe
5198,TELANGANA,Nagarkurnool,Nagar_Kurnool,safe
5199,TELANGANA,Nagarkurnool,Padra,safe
5200,TELANGANA,Nagarkurnool,Peddakothapalle,safe
5201,TELANGANA,Nagarkurnool,Pentlavelli,safe
5202,TELANGANA,Nagarkurnool,Tadoor,safe
5203,TELANGANA,Nagarkurnool,Telkapalle,safe
5204,TELANGANA,Nagarkurnool,Thimmajipeta,safe
5205,TELANGANA,Nagarkurnool,Uppunuthala,safe
5206,TELANGANA,Nagarkurnool,Urkonda,safe
5207,TELANGANA,Nagarkurnool,Vangoor,safe
5208,TELANGANA,Nagarkurnool,Veldanda,semi_critical
5209,TELANGANA,Nalgonda,Adavi devula palli,safe
5210,TELANGANA,Nalgonda,Anumula_Haliya,safe
5211,TELANGANA,Nalgonda,Chandampet,safe
5212,TELANGANA,Nalgonda,Chandur,semi_critical
5213,TELANGANA,Nalgonda,Chinthapalle,semi_critical
5214,TELANGANA,Nalgonda,Chityala,critical
5215,TELANGANA,Nalgonda,Damaracherla,safe
5216,TELANGANA,Nalgonda,Devarakonda,safe
5217,TELANGANA,Nalgonda,Gattuppal,safe
5218,TELANGANA,Nalgonda,Gudipally,safe
5219,TELANGANA,Nalgonda,Gundlapalle,safe
5220,TELANGANA,Nalgonda,Gurrampode,safe
5221,TELANGANA,Nalgonda,Kangal,safe
5222,TELANGANA,Nalgonda,Kattangoor,semi_critical
5223,TELANGANA,Nalgonda,Kethepalle,safe
5224,TELANGANA,Nalgonda,Kondamallapally,safe
5225,TELANGANA,Nalgonda,Madugulapally,safe
5226,TELANGANA,Nalgonda,Marriguda,safe
5227,TELANGANA,Nalgonda,Miryalaguda,safe
5228,TELANGANA,Nalgonda,Munugode,over_exploited
5229,TELANGANA,Nalgonda,Nakrekal,safe
5230,TELANGANA,Nalgonda,Nalgonda,semi_critical
5231,TELANGANA,Nalgonda,Nampalle,safe
5232,TELANGANA,Nalgonda,Narketpalle,safe
5233,TELANGANA,Nalgonda,Neredugommu,safe
5234,TELANGANA,Nalgonda,Nidamanur,safe
5235,TELANGANA,Nalgonda,Pedda_adiserlapalle,safe
5236,TELANGANA,Nalgonda,Peddavura,safe
5237,TELANGANA,Nalgonda,Saligouraram,safe
5238,TELANGANA,Nalgonda,Thipparthi,safe
5239,TELANGANA,Nalgonda,Thripuraram,safe
5240,TELANGANA,Nalgonda,Tirumalagiri_Sagar,safe
5241,TELANGANA,Nalgonda,Vemulapalle,safe
5242,TELANGANA,Narayanpet,Damaragidda,safe
5243,TELANGANA,Narayanpet,Dhanwada,safe
5244,TELANGANA,Narayanpet,Gundumal,safe
5245,TELANGANA,Narayanpet,Kosgi,safe
5246,TELANGANA,Narayanpet,Kothapalle,safe
5247,TELANGANA,Narayanpet,Krishna,safe
5248,TELANGANA,Narayanpet,Maddur,safe
5249,TELANGANA,Narayanpet,Maganoor,safe
5250,TELANGANA,Narayanpet,Makthal,safe
5251,TELANGANA,Narayanpet,Marikal,safe
5252,TELANGANA,Narayanpet,Narayanpet,safe
5253,TELANGANA,Narayanpet,Narva,safe
5254,TELANGANA,Narayanpet,Utkoor,safe
5255,TELANGANA,Nirmal,Basar,safe
5256,TELANGANA,Nirmal,Bhainsa,safe
5257,TELANGANA,Nirmal,Dastuarabad,safe
5258,TELANGANA,Nirmal,Dilawarpur,safe
5259,TELANGANA,Nirmal,Kaddampeddur,safe
5260,TELANGANA,Nirmal,Khanpur,safe
5261,TELANGANA,Nirmal,Kubeer,safe
5262,TELANGANA,Nirmal,Kuntala,safe
5263,TELANGANA,Nirmal,Laxmanchanda,safe
5264,TELANGANA,Nirmal,Lokeswaram,safe
5265,TELANGANA,Nirmal,Mamda,safe
5266,TELANGANA,Nirmal,Mudhole,safe
5267,TELANGANA,Nirmal,Narsapur_G,safe
5268,TELANGANA,Nirmal,Nirmal,safe
5269,TELANGANA,Nirmal,Nirmal_Rural,safe
5270,TELANGANA,Nirmal,Pembi,safe
5271,TELANGANA,Nirmal,Sarangapur,safe
5272,TELANGANA,Nirmal,Soan,safe
5273,TELANGANA,Nirmal,Tanur,safe
5274,TELANGANA,Nizamabad,Aloor,semi_critical
5275,TELANGANA,Nizamabad,Armur,semi_critical
5276,TELANGANA,Nizamabad,Balkonda,safe
5277,TELANGANA,Nizamabad,Bheemgal,semi_critical
5278,TELANGANA,Nizamabad,Bodhan,safe
5279,TELANGANA,Nizamabad,Chandur,safe
5280,TELANGANA,Nizamabad,Dharpalle,safe
5281,TELANGANA,Nizamabad,Dichpalle,safe
5282,TELANGANA,Nizamabad,Donkeshwar,safe
5283,TELANGANA,Nizamabad,Indalwai,safe
5284,TELANGANA,Nizamabad,Jakranpalle,semi_critical
5285,TELANGANA,Nizamabad,Kammarpalle,safe
5286,TELANGANA,Nizamabad,Kotgiri,safe
5287,TELANGANA,Nizamabad,Makloor,safe
5288,TELANGANA,Nizamabad,Mendora,safe
5289,TELANGANA,Nizamabad,Mortad,semi_critical
5290,TELANGANA,Nizamabad,Mosra,safe
5291,TELANGANA,Nizamabad,Mugpal,safe
5292,TELANGANA,Nizamabad,Mupkal,safe
5293,TELANGANA,Nizamabad,Nandipet,safe
5294,TELANGANA,Nizamabad,Navipet,safe
5295,TELANGANA,Nizamabad,Nizamabad_North,safe
5296,TELANGANA,Nizamabad,Nizamabad_Rural,safe
5297,TELANGANA,Nizamabad,Nizamabad_South,over_exploited
5298,TELANGANA,Nizamabad,Pothangal,safe
5299,TELANGANA,Nizamabad,Ranjal,safe
5300,TELANGANA,Nizamabad,Rudrur,safe
5301,TELANGANA,Nizamabad,Saloora,safe
5302,TELANGANA,Nizamabad,Sirkonda,safe
5303,TELANGANA,Nizamabad,Vailpur,safe
5304,TELANGANA,Nizamabad,Varni,safe
5305,TELANGANA,Nizamabad,Yeda_Palle,safe
5306,TELANGANA,Nizamabad,Yergatla,safe
5307,TELANGANA,Peddapalle,Antargoan,safe
5308,TELANGANA,Peddapalle,Dharmaram,safe
5309,TELANGANA,Peddapalle,Elgaid,safe
5310,TELANGANA,Peddapalle,Julapalle,safe
5311,TELANGANA,Peddapalle,Kamanpur,safe
5312,TELANGANA,Peddapalle,Manthani,safe
5313,TELANGANA,Peddapalle,Mutharam_Manthani,safe
5314,TELANGANA,Peddapalle,Odela,safe
5315,TELANGANA,Peddapalle,Palakurthy,safe
5316,TELANGANA,Peddapalle,Peddapalle,safe
5317,TELANGANA,Peddapalle,Ramagiri,safe
5318,TELANGANA,Peddapalle,Ramagundam,safe
5319,TELANGANA,Peddapalle,Srirampur,safe
5320,TELANGANA,Peddapalle,Sultanabad,safe
5321,TELANGANA,Rajanna Siricilla,Boinpalle,safe
5322,TELANGANA,Rajanna Siricilla,Chandurthi,semi_critical
5323,TELANGANA,Rajanna Siricilla,Ellanthakunta,safe
5324,TELANGANA,Rajanna Siricilla,Gambhiraopeta,semi_critical
5325,TELANGANA,Rajanna Siricilla,Konaraopeta,semi_critical
5326,TELANGANA,Rajanna Siricilla,Mustabad,semi_critical
5327,TELANGANA,Rajanna Siricilla,Rudrangi,semi_critical
5328,TELANGANA,Rajanna Siricilla,Sirsilla,semi_critical
5329,TELANGANA,Rajanna Siricilla,Thangallapalle,semi_critical
5330,TELANGANA,Rajanna Siricilla,Veernapalle,safe
5331,TELANGANA,Rajanna Siricilla,Vemulawada,safe
5332,TELANGANA,Rajanna Siricilla,Vemulawada_Rural,safe
5333,TELANGANA,Rajanna Siricilla,Yellareddypeta,semi_critical
5334,TELANGANA,Rangareddy,Abdullapurmet,safe
5335,TELANGANA,Rangareddy,Amangal,semi_critical
5336,TELANGANA,Rangareddy,Balapur,safe
5337,TELANGANA,Rangareddy,Chevella,semi_critical
5338,TELANGANA,Rangareddy,Chowdergudem,over_exploited
5339,TELANGANA,Rangareddy,Farooqnagar,safe
5340,TELANGANA,Rangareddy,Gandipet,safe
5341,TELANGANA,Rangareddy,Hayathnagar,over_exploited
5342,TELANGANA,Rangareddy,Ibrahimpatnam,semi_critical
5343,TELANGANA,Rangareddy,Kadthal,safe
5344,TELANGANA,Rangareddy,Kandukur,semi_critical
5345,TELANGANA,Rangareddy,Keshampeta,safe
5346,TELANGANA,Rangareddy,Kondurg,semi_critical
5347,TELANGANA,Rangareddy,Kothur,semi_critical
5348,TELANGANA,Rangareddy,Madgul,safe
5349,TELANGANA,Rangareddy,Maheshwaram,safe
5350,TELANGANA,Rangareddy,Manchal,safe
5351,TELANGANA,Rangareddy,Moinabad,semi_critical
5352,TELANGANA,Rangareddy,Nandigam,safe
5353,TELANGANA,Rangareddy,Rajendranagar,semi_critical
5354,TELANGANA,Rangareddy,Saroornagar,over_exploited
5355,TELANGANA,Rangareddy,Serilingampally,over_exploited
5356,TELANGANA,Rangareddy,Shabad,safe
5357,TELANGANA,Rangareddy,Shamshabad,safe
5358,TELANGANA,Rangareddy,Shankarpalle,safe
5359,TELANGANA,Rangareddy,Talakondapalle,semi_critical
5360,TELANGANA,Rangareddy,Yacharam,safe
5361,TELANGANA,Sangareddy,Ameenapur,semi_critical
5362,TELANGANA,Sangareddy,Andhole,safe
5363,TELANGANA,Sangareddy,Choutkur,safe
5364,TELANGANA,Sangareddy,Gummadidala,safe
5365,TELANGANA,Sangareddy,Hathanoora,safe
5366,TELANGANA,Sangareddy,Jharasangam,semi_critical
5367,TELANGANA,Sangareddy,Jinnaram,safe
5368,TELANGANA,Sangareddy,Kalher,safe
5369,TELANGANA,Sangareddy,Kandi,semi_critical
5370,TELANGANA,Sangareddy,Kangti,safe
5371,TELANGANA,Sangareddy,Kohir,safe
5372,TELANGANA,Sangareddy,Kondapur,safe
5373,TELANGANA,Sangareddy,Manoor,safe
5374,TELANGANA,Sangareddy,Mogdampalle,safe
5375,TELANGANA,Sangareddy,Munipalli,safe
5376,TELANGANA,Sangareddy,Nagalgidda,safe
5377,TELANGANA,Sangareddy,Narayankhed,safe
5378,TELANGANA,Sangareddy,Naykal,safe
5379,TELANGANA,Sangareddy,Nizampet,safe
5380,TELANGANA,Sangareddy,Patancheruvu,over_exploited
5381,TELANGANA,Sangareddy,Pulkal,safe
5382,TELANGANA,Sangareddy,Raikode,safe
5383,TELANGANA,Sangareddy,Ramachandrapuram,safe
5384,TELANGANA,Sangareddy,Sadasivpet,safe
5385,TELANGANA,Sangareddy,Sangareddy,semi_critical
5386,TELANGANA,Sangareddy,Sirgapoor,safe
5387,TELANGANA,Sangareddy,Watpalle,safe
5388,TELANGANA,Sangareddy,Zahirabad,semi_critical
5389,TELANGANA,Siddipet,Akbarpet-Bhoompally,semi_critical
5390,TELANGANA,Siddipet,Akkannapeta,safe
5391,TELANGANA,Siddipet,Bejjanki,safe
5392,TELANGANA,Siddipet,Cheriyal,semi_critical
5393,TELANGANA,Siddipet,Chinnakodur,semi_critical
5394,TELANGANA,Siddipet,Dhoolmitta,semi_critical
5395,TELANGANA,Siddipet,Doultabad,semi_critical
5396,TELANGANA,Siddipet,Dubbak,safe
5397,TELANGANA,Siddipet,Gajwel,safe
5398,TELANGANA,Siddipet,Husnabad,safe
5399,TELANGANA,Siddipet,Jagadevpur,safe
5400,TELANGANA,Siddipet,Koheda,semi_critical
5401,TELANGANA,Siddipet,Komaravelly,semi_critical
5402,TELANGANA,Siddipet,Kondapak,safe
5403,TELANGANA,Siddipet,Kukunoorpally,semi_critical
5404,TELANGANA,Siddipet,Maddur,semi_critical
5405,TELANGANA,Siddipet,Markook,semi_critical
5406,TELANGANA,Siddipet,Mirdoddi,semi_critical
5407,TELANGANA,Siddipet,Mulug,semi_critical
5408,TELANGANA,Siddipet,Nanganur,semi_critical
5409,TELANGANA,Siddipet,Narayanraopet,safe
5410,TELANGANA,Siddipet,Rayapole,safe
5411,TELANGANA,Siddipet,Siddipet_Rural,safe
5412,TELANGANA,Siddipet,Siddipet_Urban,semi_critical
5413,TELANGANA,Siddipet,Thoguta,safe
5414,TELANGANA,Siddipet,Wargal,semi_critical
5415,TELANGANA,Suryapet,Ananthagiri,safe
5416,TELANGANA,Suryapet,Atmakur_S,safe
5417,TELANGANA,Suryapet,Chilkur,safe
5418,TELANGANA,Suryapet,Chinthala palem,safe
5419,TELANGANA,Suryapet,Chivvemla,safe
5420,TELANGANA,Suryapet,Garidepalle,safe
5421,TELANGANA,Suryapet,Huzur nagar,safe
5422,TELANGANA,Suryapet,Jajireddigudem,safe
5423,TELANGANA,Suryapet,Kodad,safe
5424,TELANGANA,Suryapet,Maddirala,safe
5425,TELANGANA,Suryapet,Mattampalle,safe
5426,TELANGANA,Suryapet,Mellachervu,safe
5427,TELANGANA,Suryapet,Mothey,safe
5428,TELANGANA,Suryapet,Munagala,safe
5429,TELANGANA,Suryapet,Nadigudem,safe
5430,TELANGANA,Suryapet,Nagaram,safe
5431,TELANGANA,Suryapet,Neredcherla,safe
5432,TELANGANA,Suryapet,Noothankal,safe
5433,TELANGANA,Suryapet,Palakeedu,safe
5434,TELANGANA,Suryapet,Penpahad,safe
5435,TELANGANA,Suryapet,Suryapet,safe
5436,TELANGANA,Suryapet,Thirumalagiri,safe
5437,TELANGANA,Suryapet,Thungathurthi,semi_critical
5438,TELANGANA,Vikarabad,Bantwaram,safe
5439,TELANGANA,Vikarabad,Basheerabad,safe
5440,TELANGANA,Vikarabad,Bomraspeta,safe
5441,TELANGANA,Vikarabad,Chowdapur,safe
5442,TELANGANA,Vikarabad,Dharur,safe
5443,TELANGANA,Vikarabad,Doma,safe
5444,TELANGANA,Vikarabad,Doulatabad,safe
5445,TELANGANA,Vikarabad,Dudyal,semi_critical
5446,TELANGANA,Vikarabad,Kodangal,safe
5447,TELANGANA,Vikarabad,Kotepally,safe
5448,TELANGANA,Vikarabad,Kulkacharla,safe
5449,TELANGANA,Vikarabad,Marpalle,safe
5450,TELANGANA,Vikarabad,Mominpet,safe
5451,TELANGANA,Vikarabad,Nawabpet,safe
5452,TELANGANA,Vikarabad,Pargi,safe
5453,TELANGANA,Vikarabad,Peddemul,safe
5454,TELANGANA,Vikarabad,Pudur,safe
5455,TELANGANA,Vikarabad,Tandur,safe
5456,TELANGANA,Vikarabad,Vikarabad,safe
5457,TELANGANA,Vikarabad,Yelal,safe
5458,TELANGANA,Wanaparthy,Amarchinta,safe
5459,TELANGANA,Wanaparthy,Atmakur,safe
5460,TELANGANA,Wanaparthy,Chinnambavi,safe
5461,TELANGANA,Wanaparthy,Ghanpur,safe
5462,TELANGANA,Wanaparthy,Gopalpeta,safe
5463,TELANGANA,Wanaparthy,Kothakota,safe
5464,TELANGANA,Wanaparthy,Madanapur,safe
5465,TELANGANA,Wanaparthy,Pangal,safe
5466,TELANGANA,Wanaparthy,Pebbair,safe
5467,TELANGANA,Wanaparthy,Peddamandadi,safe
5468,TELANGANA,Wanaparthy,Revelly,safe
5469,TELANGANA,Wanaparthy,Srirangapur,safe
5470,TELANGANA,Wanaparthy,Veepangandla,safe
5471,TELANGANA,Wanaparthy,Wanaparthy,safe
5472,TELANGANA,Wanaparthy,Yedula,safe
5473,TELANGANA,Warangal,Chennaraopeta,safe
5474,TELANGANA,Warangal,Duggondi,safe
5475,TELANGANA,Warangal,Geesugonda,safe
5476,TELANGANA,Warangal,Khanapur,safe
5477,TELANGANA,Warangal,Khilla_Warangal,safe
5478,TELANGANA,Warangal,Nallabelly,safe
5479,TELANGANA,Warangal,Narsampet,safe
5480,TELANGANA,Warangal,Nekkonda,safe
5481,TELANGANA,Warangal,Parvathagiri,safe
5482,TELANGANA,Warangal,Raiparthy,safe
5483,TELANGANA,Warangal,Sangem,safe
5484,TELANGANA,Warangal,Warangal,safe
5485,TELANGANA,Warangal,Wardhannapet,safe
5486,TELANGANA,Yadadri Bhuvanagiri,Addagudur,semi_critical
5487,TELANGANA,Yadadri Bhuvanagiri,Alair,critical
5488,TELANGANA,Yadadri Bhuvanagiri,Atmakur_M,over_exploited
5489,TELANGANA,Yadadri Bhuvanagiri,Bhongiri,semi_critical
5490,TELANGANA,Yadadri Bhuvanagiri,Bibinagar,safe
5491,TELANGANA,Yadadri Bhuvanagiri,Bommalaramaram,semi_critical
5492,TELANGANA,Yadadri Bhuvanagiri,Choutuppal,semi_critical
5493,TELANGANA,Yadadri Bhuvanagiri,Gundala,semi_critical
5494,TELANGANA,Yadadri Bhuvanagiri,Mootakondur,critical
5495,TELANGANA,Yadadri Bhuvanagiri,Mothkur,semi_critical
5496,TELANGANA,Yadadri Bhuvanagiri,Narayanapur,over_exploited
5497,TELANGANA,Yadadri Bhuvanagiri,Pochampalle,safe
5498,TELANGANA,Yadadri Bhuvanagiri,Rajapet,critical
5499,TELANGANA,Yadadri Bhuvanagiri,Ramannapeta,safe
5500,TELANGANA,Yadadri Bhuvanagiri,Turkapalle_M,semi_critical
5501,TELANGANA,Yadadri Bhuvanagiri,Valigonda,safe
5502,TELANGANA,Yadadri Bhuvanagiri,Yadagirigutta,safe
5503,TRIPURA,DHALAI,AMBASA,safe
5504,TRIPURA,DHALAI,CHAWMANU,safe
5505,TRIPURA,DHALAI,DUMBURNAGAR,safe
5506,TRIPURA,DHALAI,DURGACHOWMOHANI,safe
5507,TRIPURA,DHALAI,GANGANAGAR,safe
5508,TRIPURA,DHALAI,MANU,safe
5509,TRIPURA,DHALAI,RAISHYABARI,safe
5510,TRIPURA,DHALAI,SALEMA,safe
5511,TRIPURA,GOMATI,AMARPUR,safe
5512,TRIPURA,GOMATI,KAKRABAN,safe
5513,TRIPURA,GOMATI,KARBOOK,safe
5514,TRIPURA,GOMATI,KILLA,safe
5515,TRIPURA,GOMATI,MATABARI,safe
5516,TRIPURA,GOMATI,OMPI,safe
5517,TRIPURA,GOMATI,SILACHHARI,safe
5518,TRIPURA,GOMATI,TEPANIA,safe
5519,TRIPURA,KHOWAI,KALYANPUR,safe
5520,TRIPURA,KHOWAI,KHOWAI,safe
5521,TRIPURA,KHOWAI,MUNGIAKAMI,safe
5522,TRIPURA,KHOWAI,PADMABIL,safe
5523,TRIPURA,KHOWAI,TELIAMURA,safe
5524,TRIPURA,KHOWAI,TULASIKHAR,safe
5525,TRIPURA,NORTH TRIPURA,DAMCHHERA,safe
5526,TRIPURA,NORTH TRIPURA,DASDA,safe
5527,TRIPURA,NORTH TRIPURA,JAMPUI HILL,safe
5528,TRIPURA,NORTH TRIPURA,JUBARAJNAGAR,safe
5529,TRIPURA,NORTH TRIPURA,KADAMTALA,safe
5530,TRIPURA,NORTH TRIPURA,KALACHERRA,safe
5531,TRIPURA,NORTH TRIPURA,LALJURI,safe
5532,TRIPURA,NORTH TRIPURA,PANISAGAR,safe
5533,TRIPURA,SEPAHIJALA,BISHALGARH,safe
5534,TRIPURA,SEPAHIJALA,BOXANAGAR,safe
5535,TRIPURA,SEPAHIJALA,CHARILAM,safe
5536,TRIPURA,SEPAHIJALA,JAMPUIJALA,safe
5537,TRIPURA,SEPAHIJALA,KANTHALIA,safe
5538,TRIPURA,SEPAHIJALA,MOHANBHOG,safe
5539,TRIPURA,SEPAHIJALA,NALCHAR,safe
5540,TRIPURA,SOUTH TRIPURA,BAGAFA,safe
5541,TRIPURA,SOUTH TRIPURA,BHARAT CH NAGAR,safe
5542,TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,safe
5543,TRIPURA,SOUTH TRIPURA,JOLAIBARI,safe
5544,TRIPURA,SOUTH TRIPURA,POANGBARI,safe
5545,TRIPURA,SOUTH TRIPURA,RAJNAGAR,safe
5546,TRIPURA,SOUTH TRIPURA,RUPAICHARI,safe
5547,TRIPURA,SOUTH TRIPURA,SATCHAND,safe
5548,TRIPURA,UNAKOTI,CHANDIPUR,safe
5549,TRIPURA,UNAKOTI,GOURNAGAR,safe
5550,TRIPURA,UNAKOTI,KUMARGHAT,safe
5551,TRIPURA,UNAKOTI,PENCHARTHAL,safe
5552,TRIPURA,WEST TRIPURA,AMC,safe
5553,TRIPURA,WEST TRIPURA,BAMUTIA,safe
5554,TRIPURA,WEST TRIPURA,BELBARI,safe
5555,TRIPURA,WEST TRIPURA,DUKLI,safe
5556,TRIPURA,WEST TRIPURA,HEZAMARA,safe
5557,TRIPURA,WEST TRIPURA,JIRANIA,safe
5558,TRIPURA,WEST TRIPURA,LEFUNGA,safe
5559,TRIPURA,WEST TRIPURA,MANDWI,safe
5560,TRIPURA,WEST TRIPURA,MOHANPUR,safe
5561,TRIPURA,WEST TRIPURA,OLD AGARTALA,safe
5562,UTTAR PRADESH,AGRA,ACHHNERA,semi_critical
5563,UTTAR PRADESH,AGRA,AGRA CITY,over_exploited
5564,UTTAR PRADESH,AGRA,AKOLA,critical
5565,UTTAR PRADESH,AGRA,BAH,over_exploited
5566,UTTAR PRADESH,AGRA,BARAULI AHIR,over_exploited
5567,UTTAR PRADESH,AGRA,BICHPURI,over_exploited
5568,UTTAR PRADESH,AGRA,ETMADPUR,over_exploited
5569,UTTAR PRADESH,AGRA,FATEHABAD,over_exploited
5570,UTTAR PRADESH,AGRA,FATEHPUR SIKRI,critical
5571,UTTAR PRADESH,AGRA,JAGNER,semi_critical
5572,UTTAR PRADESH,AGRA,JAITPUR KALAN,semi_critical
5573,UTTAR PRADESH,AGRA,KHANDAULI,over_exploited
5574,UTTAR PRADESH,AGRA,KHERAGARH,critical
5575,UTTAR PRADESH,AGRA,PINAHAT,semi_critical
5576,UTTAR PRADESH,AGRA,SAIYANA,over_exploited
5577,UTTAR PRADESH,AGRA,SHAMSABAD,over_exploited
5578,UTTAR PRADESH,ALIGARH,AKRABAD,semi_critical
5579,UTTAR PRADESH,ALIGARH,ALIGARH CITY,over_exploited
5580,UTTAR PRADESH,ALIGARH,ATRAULI,safe
5581,UTTAR PRADESH,ALIGARH,BIJAULI,safe
5582,UTTAR PRADESH,ALIGARH,CHANDAUS,semi_critical
5583,UTTAR PRADESH,ALIGARH,DHANIPUR,safe
5584,UTTAR PRADESH,ALIGARH,GANGIRI,semi_critical
5585,UTTAR PRADESH,ALIGARH,GONDA,semi_critical
5586,UTTAR PRADESH,ALIGARH,IGLAS,critical
5587,UTTAR PRADESH,ALIGARH,JAWA SIKANDAIRPUR,semi_critical
5588,UTTAR PRADESH,ALIGARH,KHAIR,semi_critical
5589,UTTAR PRADESH,ALIGARH,LODHA,semi_critical
5590,UTTAR PRADESH,ALIGARH,TAPPAL,safe
5591,UTTAR PRADESH,AMBEDKAR NAGAR,AKBARPUR,safe
5592,UTTAR PRADESH,AMBEDKAR NAGAR,BASKHARI,safe
5593,UTTAR PRADESH,AMBEDKAR NAGAR,BHITI,safe
5594,UTTAR PRADESH,AMBEDKAR NAGAR,BHIYAON,safe
5595,UTTAR PRADESH,AMBEDKAR NAGAR,JAHANGIRGANI,safe
5596,UTTAR PRADESH,AMBEDKAR NAGAR,JALALPUR,safe
5597,UTTAR PRADESH,AMBEDKAR NAGAR,KATEHARI,safe
5598,UTTAR PRADESH,AMBEDKAR NAGAR,RAMNAGAR,safe
5599,UTTAR PRADESH,AMBEDKAR NAGAR,TANDA,safe
5600,UTTAR PRADESH,AMETHI,AMETHI,safe
5601,UTTAR PRADESH,AMETHI,BAHADURPUR,safe
5602,UTTAR PRADESH,AMETHI,BHADAR,safe
5603,UTTAR PRADESH,AMETHI,BHETUA,safe
5604,UTTAR PRADESH,AMETHI,GAURIGANJ,safe
5605,UTTAR PRADESH,AMETHI,JAGDISHPUR,semi_critical
5606,UTTAR PRADESH,AMETHI,JAMO,safe
5607,UTTAR PRADESH,AMETHI,MUSAFIRKHANA,safe
5608,UTTAR PRADESH,AMETHI,SANGRAMPUR,semi_critical
5609,UTTAR PRADESH,AMETHI,SHAHGARH,safe
5610,UTTAR PRADESH,AMETHI,SHUKUL BAZAR,safe
5611,UTTAR PRADESH,AMETHI,SINGHPUR,safe
5612,UTTAR PRADESH,AMETHI,TILOI,safe
5613,UTTAR PRADESH,AMROHA,AMROHA,semi_critical
5614,UTTAR PRADESH,AMROHA,DHANAURA,critical
5615,UTTAR PRADESH,AMROHA,GAJRAULA,critical
5616,UTTAR PRADESH,AMROHA,GANGESHWARI,semi_critical
5617,UTTAR PRADESH,AMROHA,HASANPUR,semi_critical
